No.;Time;Comment;Scramble;Date;P.1
181;20.12;;U2 L' F D' B2 D' F2 L' F2 R U2 L' U2 B2 R D2 R2 F2 B;2025-10-28 17:29:07;20.12
182;17.92;;F2 L U2 B D2 F' R2 D2 F R2 B2 R2 F L' D2 U' F2 R D L' B';2025-10-28 17:29:46;17.92
183;16.44;;F U F' D R2 U L2 B2 L2 F2 U2 B2 U' B2 F' U2 R F2 U' R B2;2025-10-28 17:30:15;16.44
184;12.05;;L2 B2 U L2 D' B2 L2 U F2 R2 D' F2 B' U' L2 D R2 F U' R U;2025-10-28 17:30:55;12.05
185;15.26;;R' U2 L2 F2 D2 F2 D2 R2 B2 D L' B' D' L' D' R' D B2 F;2025-10-28 17:31:19;15.26
186;19.27;;R2 D2 F2 U2 F R2 B F' L2 R2 U2 R U2 B' U F' U' R' F2 D L2;2025-10-28 17:31:49;19.27
187;15.72;;F2 L2 D B2 F2 U2 B2 L2 F2 L2 F2 R' U L U F U2 F U' R';2025-10-28 17:32:20;15.72
188;16.07;;L' D2 B R2 L2 U L' U2 B R2 L2 U2 F' L2 B2 D2 F2 D B;2025-10-28 17:33:30;16.07
189;20.36;;D' R' U2 L' B2 L' B2 F2 D2 L U2 R' B2 D' B F' R2 U' B U;2025-10-28 17:34:00;20.36
190;20.08;;B2 R2 U2 R2 U2 B L2 R2 D2 R2 F2 U' L' D B2 D' B' F U B;2025-10-28 17:34:33;20.08
191;18.10;;L2 U2 L2 B2 U' R2 D' L2 B2 D' U' L D' R2 U L2 B' D R' B F;2025-10-28 17:35:07;18.10
192;20.41;;U R' F U L2 D2 R' F2 U' L2 U F2 D B2 L2 D2 B2 D2 F D2;2025-10-28 17:35:42;20.41
193;21.92;;D2 L' R2 U2 B' U2 B R2 F R2 D2 R2 F2 R2 D' U' F' L' D2 U2 F;2025-10-28 17:36:18;21.92
194;18.36;;B' D R F L F U' F B2 D2 F2 U' B2 L2 D2 L2 U' L2 F2 R';2025-10-28 17:36:51;18.36
195;20.91;;D' F R' U' L' U' R L2 D2 F2 L2 F L2 D2 B U2 R2 U R;2025-10-28 17:37:49;20.91
196;17.38;;U B U2 R2 U' L2 F2 D' F2 U' R2 U B' L D R2 D' R D U2;2025-10-28 17:38:21;17.38
197;16.09;;B D L' F B' U' L U' B F2 R2 F2 D2 L F2 L' B2 R' U2 R';2025-10-28 17:38:52;16.09
198;18.45;;F2 U B2 R2 D R2 D2 U2 B2 R2 L' F' U R2 F2 D B F2 R' D';2025-10-28 17:39:21;18.45
199;14.31;;L' F' R B D F U' B L' F2 D2 L' D2 L' F2 R U2 F2 L D;2025-10-28 17:39:55;14.31
200;17.63;;F' L' F2 L2 D B2 D' F R' D2 L2 D2 R2 B2 U2 F2 U R2 F2 U2;2025-10-28 17:40:37;17.63
201;22.27;;B2 U' B2 U' R2 U L2 U B2 F2 L B R' F D2 U F2 L F2 L2;2025-10-28 17:41:12;22.27
202;23.86;;R B' L2 B D2 B R2 B' R2 F' D2 F' U' F2 D' F' L R2 F2 D2 F;2025-10-28 17:42:43;23.86
203;18.10;;L B2 U' L2 U' L2 U' L2 U L2 U2 B L U2 R D' L R2 D' R';2025-10-28 17:43:51;18.10
204;16.74;;L' F' L' F2 L2 U2 L' B2 F2 D2 B2 R' F2 R' U' F L F2 D';2025-10-28 17:44:23;16.74
205;18.94;;F2 R2 D L2 D' R2 D2 L2 U2 B2 R F' D' B R2 F L' D F2 U';2025-10-28 17:47:54;18.94
206;18.37;;D' R' F2 L2 B2 D2 F' D2 F' R2 U2 F' D' U' R2 B' L R2 F';2025-10-28 17:48:49;18.37
207;21.68;;R U R2 B U2 R B' L2 U2 B2 D F2 U2 B2 U R2 U2 B2 F' D2;2025-10-28 17:49:28;21.68
208;15.46;;D2 R2 D U2 F2 D R2 F2 U' F2 U2 B U L' D2 B' L' U' R' B D';2025-10-28 17:50:01;15.46
209;11.66;;U R' B2 R2 B2 F2 U F2 L2 B2 L2 U2 F2 B' U B2 D F D F2 R2;2025-10-28 17:51:13;11.66
210;17.27;;B2 R2 D L2 D' B2 D R2 U' F2 R2 F' R' U2 F' D2 R' D U' B';2025-10-28 17:51:48;17.27
211;25.42;;U' B2 D' B2 D2 L2 D F2 L2 R2 D' B F D' L' B L2 B2 D L D';2025-10-28 17:52:26;25.42
212;29.18;;L2 B' U' B2 U' L2 F2 R2 B2 U2 F2 R2 U' L F2 R' D R B F2;2025-10-28 17:53:07;29.18
213;17.56;;D R' F2 D' L' F U D2 R2 D2 R L2 U2 L U2 R F2 D2 F;2025-10-28 17:53:57;17.56
214;21.61;;F2 L' F' B U2 L2 F2 B' U' B2 L D2 R2 F2 L' U2 B2 R2 F2 L U2;2025-10-28 23:27:07;21.61
215;21.39;;R D B2 U L2 D2 L2 B2 U B2 R2 D' F2 R' F2 D B' D L' F U';2025-10-28 23:27:48;21.39
216;17.55;;L2 F R' U D2 R2 B' D F2 U2 D2 L2 D2 F U2 F2 D2 F L2 U2;2025-10-28 23:29:08;17.55
217;21.01;;D2 F2 U2 R2 B2 U2 L' U2 B2 D2 F2 D F U F' D L B' L2 R';2025-10-28 23:29:41;21.01
218;16.61;;U' D2 L2 B' D2 L2 B D2 B F2 L2 D2 F D' B' L' D F' U' F' L;2025-10-28 23:30:18;16.61
219;15.04;;B D2 B2 L' U B2 R U F D2 L' B2 L' F2 B2 R D2 B2 U2 R';2025-10-28 23:30:54;15.04
220;18.51;;B2 R' D' R2 F2 L2 D' B2 D R2 U L2 U2 R' B D R B D B;2025-10-28 23:31:29;18.51
221;26.57;;L2 F' R' B2 F2 D2 B2 L2 U2 L2 D' B2 F2 R F' R' D2 R D' U2;2025-10-28 23:32:06;26.57
222;24.85;;F L U R' B2 U2 B2 F2 R B2 D2 R' D2 U2 F R D U' F' L' D';2025-10-28 23:32:45;24.85
223;17.39;;L U B D F2 U' B2 U2 F2 U' R2 D U' F2 L' F' L' F2 L2 R D;2025-10-28 23:34:55;17.39
224;19.00;;R D2 F' D U2 F2 R2 U2 L2 F' U2 L2 F' U2 R B U2 R D' L' F';2025-10-28 23:35:48;19.00
225;16.88;;U L2 U B' L F' U' R D2 L U2 R2 L2 B2 U R2 U' B2 D' L2 B2;2025-10-28 23:36:21;16.88
226;22.75;;L F2 L2 U2 B2 R2 U F2 L2 U' F2 U' B' D' F' L U' B2 R;2025-10-28 23:37:09;22.75
227;16.05;;L U2 F L2 F2 D U' F2 L2 U' F2 U' R2 F2 L' F L' B2 L R U';2025-10-28 23:37:46;16.05
228;23.02;;R2 U B2 L' U2 F2 L U2 F2 R F2 U2 R' B' L' U' R U2 F2;2025-10-28 23:38:14;23.02
229;22.29;;D L F' L2 R2 D' B2 F2 U R2 F2 D L2 R2 B' D B L' U' F2 R;2025-10-28 23:38:54;22.29
230;18.88;;U2 D L B R' B2 U2 L D' U2 R' F2 B2 R' F2 R U2 L2 B2 D2;2025-10-28 23:39:29;18.88
231;19.23;;R F D R' U2 R' D2 F2 D2 R' D2 R' F2 R' F' U L F D R' F2;2025-10-28 23:40:04;19.23
232;19.98;;R2 F U2 R D2 R D2 F' U B2 U2 L' U2 R' D2 B2 L D2 L' F2 D2;2025-10-28 23:40:41;19.98
233;16.83;;R L2 D' F2 D L2 D L2 D2 R2 F2 B D U2 L' D2 R2 B' F' U';2025-10-28 23:43:14;16.83
234;20.56;;B D L2 B L2 U2 F2 U' R' U2 L2 U2 D' L2 F2 U' B2 U2 B2 D2;2025-10-28 23:43:52;20.56
235;20.19;;F' U2 B2 L2 R2 U F2 D' B2 U2 F2 U' F' U L2 B' L' R2 U B2;2025-10-28 23:44:25;20.19
236;19.42;;R D2 F2 L R2 B2 D2 U2 R D2 U2 L2 B' R F' D' U' R D2 L2 F;2025-10-28 23:44:58;19.42
237;19.87;;D R' F U F' U B' D' F2 U F2 U B2 L2 F2 R2 U' D2 F' R;2025-10-28 23:45:37;19.87
238;17.83;;L' F2 U2 L' F2 D' B D' B2 L2 U L2 U B2 L2 D' R2 B2 D' B;2025-10-28 23:46:13;17.83
239;11.58;;R' B' U2 F B2 U B' R' U L2 D' L2 B2 U' F2 L2 D' B2 L2 U' L';2025-10-28 23:46:47;11.58
240;17.70;;D B R D2 F2 L D2 R2 F2 L U2 R2 F2 R' F' D L D' R' D L;2025-10-28 23:47:24;17.70
241;21.88;;D' L' U B2 U' B2 L2 U' F2 U2 R2 U2 B L2 F' R' U B2 R2;2025-10-28 23:48:02;21.88
242;17.69;;R2 F' U B2 F2 U B2 R2 U' R2 F2 U2 R2 F' R B' D U2 F' R';2025-10-28 23:48:36;17.69
243;23.51;;B' R2 F2 U R2 L B R' U' D2 R F2 R' L2 B2 R2 B2 U2 R B2;2025-10-28 23:49:06;23.51
244;14.74;;L2 B2 U2 B2 F2 U' F2 D' L2 D R' D' B' U' B2 R2 F2 U2 F' U;2025-10-28 23:49:41;14.74
245;19.63;;L2 R2 F' U2 R2 U2 B L2 B2 F R2 B2 R' D' R' U2 B' U L F';2025-10-28 23:50:07;19.63
246;14.75;;D U2 L2 D2 L2 B' R2 B' R2 F' L2 B' R' B' R' U' F2 D B R' B;2025-10-28 23:50:42;14.75
247;18.03;;U2 B2 L2 U B2 D R2 D2 F2 U' L U' B U R' U2 B2 D' B2 F;2025-10-28 23:51:17;18.03
248;13.97;;R2 B R2 B2 D2 L2 B L2 R2 D2 R2 D L D' U' F2 L B R' D2 L';2025-10-28 23:51:53;13.97
249;16.93;;R2 U2 R' U2 R2 U2 B2 R D2 R' B2 U2 F' D B' L R2 B' L';2025-10-28 23:52:25;16.93
250;18.64;;B' U2 L' U' F2 D2 F U F2 R2 L' B2 U2 L B2 D2 R2 F2 L2;2025-10-28 23:53:00;18.64
251;14.72;;L2 D2 F2 D' L2 B2 L2 D B2 U' B2 D2 R U2 R B' U' B D2 R U;2025-10-28 23:53:43;14.72
252;19.90;;B' R2 D' F' U' F' L2 D' L' F U2 B2 U2 B2 L2 D2 B L2 U2 F;2025-10-28 23:54:13;19.90
253;17.97;;D B' L' U2 L B2 R' U2 R' U2 B2 U2 B2 L' D' F2 U' B D' B F2;2025-10-28 23:54:48;17.97
254;21.05;;F D2 F' R2 D2 B D2 R2 F' R2 F' L U R D2 F2 R' F L2 U';2025-10-28 23:55:20;21.05
255;18.86;;L F B L F D' B L2 U' B2 U' R2 U L2 F2 U D F2 R';2025-10-28 23:55:54;18.86
256;17.57;;L2 D2 R' L F U R B2 U R2 L2 F2 U2 L2 U' L2 D2 R2 D' B;2025-10-28 23:56:25;17.57
257;14.60;;L2 R2 B' R2 D2 B L2 F' L2 F L2 D2 L D' L2 F L2 U R U' R;2025-10-28 23:56:58;14.60
258;19.80;;D' R F2 L' D2 L' U2 F2 R2 B2 R U L B F2 L2 F' U' B;2025-10-28 23:57:30;19.80
259;18.84;;F2 L' B U' R' D2 F' B2 U2 D F2 B2 U' L2 U R2 F2 U R' F;2025-10-28 23:58:09;18.84
260;22.29;;B' R2 D2 B2 U2 R D2 B2 F2 R F2 U B' U' L2 D' F R2 D2 R;2025-10-28 23:58:40;22.29
261;18.09;;D2 F R2 D B2 U' B2 U R2 B2 D R2 U' R B F' D L B' L';2025-10-28 23:59:16;18.09
262;16.88;;F L' U L2 U' R2 U2 L2 B2 D U2 B2 R2 U' B' R D U2 B' U L';2025-10-28 23:59:49;16.88
263;17.46;;U R' F' B2 D' R2 F2 D2 L2 F2 U' B2 D' F' R2 D' F R' U2 B';2025-10-29 00:00:24;17.46
264;19.99;;R U2 R2 F2 D L U' L2 F U2 L2 F L2 F' R2 U2 B D2 F2 L' U';2025-10-29 00:00:54;19.99
265;21.69;;D2 L2 U2 B2 D2 L' D2 L2 D2 B2 R' F' D' U' L D' F' U' B F2;2025-10-29 00:01:27;21.69
266;17.96;;U' B2 U' L2 B2 U' L2 B2 U2 B2 U' R' U' B2 L F L' B2 L2 D2 B';2025-10-29 21:39:19;17.96
267;17.85;;R U' R F B2 R' D F U2 R2 L2 U B2 R2 D' L2 B2 D L2 U L';2025-10-29 21:41:05;17.85
268;13.92;;B' D' R U' L' F U' F U' F2 D2 L' U2 B2 R' D2 R2 B2 R' U2 F2;2025-10-29 21:42:31;13.92
269;16.39;;D' L' B' L2 B2 L2 R2 U2 F' L2 D2 B D2 L' B2 R' U L B F2;2025-10-29 21:42:58;16.39
270;15.76;;L D2 R2 U2 B2 R B2 L D2 L B2 L B D' R' F R U L' D2 F2;2025-10-29 21:43:30;15.76
271;12.29;;B R' B2 D B' D2 R D B2 L' F2 L D2 R U2 B2 U2 D2 R B';2025-10-29 21:44:11;12.29
272;14.32;;B2 D L2 D' R2 D' B2 U2 L2 R2 B R D2 B2 L F D' F2 D2 U';2025-10-29 21:44:44;14.32
273;13.77;;U R2 F2 U2 B2 D R2 B2 L2 D L' D R2 B' L R B D R2 F';2025-10-29 21:45:48;13.77
274;16.41;;L2 R2 U F2 U F2 U' B2 D L2 B2 D L F D L' F L2 B U F;2025-10-29 21:47:03;16.41
275;23.29;;D B U F U' B D L B' R2 U2 R2 L2 F' U2 R2 F U2 B2 L' F;2025-10-29 21:48:04;23.29
276;18.83;;U' B R F' U' R2 F' L B2 L2 D2 B' R2 F D2 F' R2 B L2 D2 R';2025-10-29 21:48:43;18.83
277;16.39;;L2 B' L2 D2 B D2 U2 F' L2 B2 L2 B D R F' L' U R B2 D2 F2;2025-10-29 21:49:19;16.39
278;19.30;;R2 D' F' U' F2 U2 L' F2 R2 D2 B' D2 B R2 F D2 L2 D' R';2025-10-29 21:49:47;19.30
279;15.76;;D' F' R2 U2 R2 U2 F2 D2 F D2 B R2 L' F R' D' L' D' F2;2025-10-29 21:50:33;15.76
280;15.62;;B' D2 L' U F2 U2 F2 R2 D L2 D2 U' L2 B' D' B' U' B2 R U;2025-10-29 21:51:00;15.62
281;15.41;;L F' R B L D' F R L2 U2 D2 F' R2 B U2 R;2025-10-29 21:51:41;15.41
282;16.63;;R2 L2 D B' R2 U D' R' U' B2 R2 U' L2 F2 D L2 U R2 F;2025-10-29 21:52:08;16.63
283;17.58;;U' B2 D R2 D R2 U B2 D2 U' L2 R' U2 F R F2 D' R D2 R';2025-10-29 21:52:48;17.58
284;14.81;;D R B2 L' U F' D' F2 L F D2 F U2 D2 F' L2 F R2 U2 L2 F';2025-10-29 21:53:39;14.81
285;18.86;;B2 R2 B U2 R2 B' R U' R2 U B2 D2 R2 B2 U D2 L2 R F;2025-10-29 21:54:36;18.86
286;25.99;;B2 D2 B' U2 B' L2 F2 D2 F D2 F R' B U2 R' F D U L R;2025-10-29 21:55:12;25.99
287;15.27;;F2 U2 L2 F R2 F' L2 F D2 F' R2 F' D' B R2 D2 F' L B2 R' F';2025-10-29 21:56:08;15.27
288;13.44;;U' L2 U R2 B2 U L2 R2 U R2 U2 R2 L F' U R2 B' L R2 U2 B;2025-10-29 21:56:37;13.44
289;18.27;;F2 L' B2 F2 D2 B2 U' B2 U2 R2 U B2 U2 L2 R' F2 U' F' U F2 R2;2025-10-29 21:57:22;18.27
290;15.60;;R2 D R2 D L2 D U L2 U' B2 R2 F' L' R U2 B' U' F2 U' R';2025-10-29 21:57:58;15.60
291;16.27;;R2 F2 L2 B F2 U2 F' D2 F' U2 F' D2 U' F2 U' L' D2 B D L2 R2;2025-10-29 21:59:42;16.27
292;18.32;;B' R U' L2 D R2 U' F2 L2 U' L2 B2 F2 U L R2 F2 U' B' D2;2025-10-29 22:00:12;18.32
293;14.52;;L2 U2 B2 D2 U' B2 U L2 R2 D R2 U' L' R' U' B2 R B2 R F' D';2025-10-29 22:00:43;14.52
294;14.91;;U L2 D2 U2 B' L2 F D2 L2 U2 L2 F U R' B' R' U B F R';2025-10-29 22:01:11;14.91
295;20.09;;F2 B2 R2 F U' L B L2 D F2 B2 U B2 U R2 F2 L2 D L F2;2025-10-29 22:02:40;20.09
296;13.75;;R U' B2 L' U2 L2 R' D2 L2 U2 B2 L U2 R2 F D' B' F2 D' R2 B;2025-10-29 22:03:18;13.75
297;18.08;;L2 U' R2 L' F2 B2 D F' L F2 L B2 R F2 B2 R2 B2 U2 R U2;2025-10-29 22:03:55;18.08
298;18.37;;D2 B2 R2 B2 R' U2 R F2 L U2 B2 R' U R2 D' B2 F' R2 D' R' B2;2025-10-29 22:05:01;18.37
299;15.40;;F2 L2 B2 R2 D2 R2 D2 F2 U' L' F' D U2 R U R' B2 R' U';2025-10-29 22:05:45;15.40
300;10.40;;B2 U' F2 U2 F2 D L2 D' L2 F2 D' U' F U' B L' D' L' F' D;2025-10-29 22:07:14;10.40
301;19.46;;U' L2 U2 R2 B D2 F' L2 D2 F' L2 B' R2 U' R' F D2 U2 F2 D2;2025-10-29 22:10:50;19.46
302;20.50;;L U' R' D2 L' B U F B2 R2 U R2 F2 R2 B2 R2 U D B2 U;2025-10-29 22:11:22;20.50
303;16.69;;L F2 U2 L F2 U2 L2 D2 L F2 D2 L' D B L2 U F' D F2 D L';2025-10-29 22:12:04;16.69
304;12.24;;F R' L2 D2 F2 D' B2 F2 L2 B2 U' L' U' F2 L2 U B D F';2025-10-29 22:12:52;12.24
305;17.98;;D2 B2 D2 B2 U2 F' U2 L2 U2 F2 D2 B R' D F' D L2 U F' R2 B';2025-10-29 22:13:21;17.98
306;16.64;;B2 D2 B2 L2 U F2 U B2 U' L2 U' L B' R' B F' L' B F2 R';2025-10-29 22:14:00;16.64
307;17.80;;U B' D2 F' R2 F' U2 L2 F' L2 U2 F L F' U' L F2 R2 D B';2025-10-29 22:14:36;17.80
308;17.70;;F2 D2 R2 U L F' B U R2 L' B2 R' U2 D2 L U2 R' D2 R F;2025-10-29 22:15:16;17.70
309;17.51;;R2 U' L F L D R F' U2 L2 F' R2 F' U2 F2 D2 L2 F U2 D L;2025-10-29 22:16:07;17.51
310;22.27;;D B' R' U2 F2 R' B2 L2 B2 R' U2 R' D' L' U2 B2 U B' D';2025-10-29 22:16:38;22.27
311;18.57;;F2 D R2 D' R2 F2 U2 L2 F2 D2 U' R F' D2 B' F D U' R B' D;2025-10-29 22:17:14;18.57
312;19.13;;B' D U2 F2 U' R2 U' B2 F2 D2 U' L U' F2 R2 U' R' B F D';2025-10-29 22:17:43;19.13
313;18.00;;U2 D R D L2 D' L F' D2 F U2 B2 U2 L2 B D2 B R2 B L F';2025-10-29 22:18:16;18.00
314;15.44;;U2 B D U R2 F2 R2 F2 D' L2 U R2 B' L2 B L' D2 F L;2025-10-29 22:18:47;15.44
315;21.66;;U2 R' U2 B2 F2 R' F2 L2 D2 U2 B2 D B2 F U' L' D B U F L';2025-10-29 22:19:17;21.66
316;18.87;;L2 U2 F B' D' R' D2 B U2 R U2 F2 R' F2 L' B2 L F2 B2 D2 F';2025-10-29 22:19:51;18.87
317;15.16;;B' U R' L' D L2 B R2 D' F2 R2 U R2 B2 U2 F2 D L2 F2 B' R';2025-10-29 22:20:25;15.16
318;18.55;;B2 U F L2 B' R2 F' U2 B2 U2 F2 R2 D2 L' U' L2 B R F U2 R2;2025-10-29 22:20:53;18.55
319;22.74;;U' L2 D2 F2 D2 F2 R2 B2 F2 U' R' D2 R B' F' U' B' D' U';2025-10-29 22:21:30;22.74
320;21.67;;U R' B2 L2 F2 D2 R2 U B2 L2 B2 D2 L2 U' B' F' U' R2 U L' R';2025-10-29 22:22:41;21.67
321;21.20;;D R2 B' L2 U L2 B2 L F R F2 L' F2 R' D2 R2 D2 L F2 D2;2025-10-29 22:23:29;21.20
322;19.53;;B2 D2 R2 D2 R2 F' U2 B2 F R2 B D B' F2 D R D' R' D U2;2025-10-29 22:24:54;19.53
323;20.96;;D2 L2 F R2 U2 F' R2 F' D2 B D' L2 R B' U2 B2 F' R;2025-10-29 22:25:31;20.96
324;15.49;;R' L2 D2 F2 D2 F L2 B L2 B2 L2 F D' B L U2 R B' D' U B';2025-10-29 22:26:03;15.49
325;17.51;;F2 B2 U' L D B' U' R L2 F2 L' D2 L' U2 B2 U2 D2 R F;2025-10-29 22:26:53;17.51
326;17.52;;L B' R2 B2 D' B2 U L2 U F2 D2 B2 L2 U R' D' B L2 B2 R' F';2025-10-29 22:27:25;17.52
327;19.98;;L D B2 L2 R2 D2 F2 L2 U F2 U F2 L B' D B2 D' L2 R' F';2025-10-29 22:28:02;19.98
328;12.60;;F2 L2 B' D2 B' U2 F2 L2 U2 F' D2 B U L F' R2 U' F2 L U;2025-10-29 22:28:33;12.60
329;24.31;;L2 R2 U B2 R2 B2 R2 D' L2 D2 B R' D B D2 F D U;2025-10-29 22:29:25;24.31
330;20.11;;R' U' B2 D B2 D F2 U' L2 R2 U' L R' F L' B' U' B' F D2;2025-10-29 22:30:33;20.11
331;19.66;;U' R F' R B2 U' B R' F2 U2 B U2 F L2 U2 R2 B2 R2 B D;2025-10-29 22:31:58;19.66
332;22.42;;D2 B' L2 U' L2 D L2 B2 D2 U' R2 B2 R2 F2 B' U R D' L' F2 U;2025-10-29 22:32:40;22.42
333;14.87;;L F' L D2 U2 L2 U2 F2 L F2 L B2 R B' D2 L R D' R B;2025-10-29 22:36:07;14.87
334;15.10;;L' D F2 U R' F2 B' U D F2 D' B2 D R2 D F2 R2 D2 L';2025-10-29 22:36:35;15.10
335;15.74;;R2 B2 U L2 D B2 D U2 L2 U' B2 D2 R' B' R2 D U L' F' U2 R2;2025-10-29 22:37:16;15.74
336;14.21;;R2 F2 D2 U2 L2 U2 B L2 F' U2 B' F' L U2 B' L2 B2 U' R' D B';2025-10-29 22:37:46;14.21
337;12.27;;D B' U' R' U2 L U R2 B D2 F2 D2 R2 F' U2 D2 F U2 F U';2025-10-29 22:38:19;12.27
338;18.02;;R2 U2 L2 F L2 F' R2 B' D2 B2 L2 F' R' U2 B D L' R U' F D2;2025-10-29 22:38:44;18.02
339;18.03;;R' U' L' D2 R F2 L' B2 R2 U2 F2 U2 R D2 B U R2 D F' L2 D;2025-10-29 22:39:14;18.03
340;21.91;;B' R' U2 R2 F U2 B' F2 L2 B2 L2 U2 R' D' L2 B F D B' F2;2025-10-29 22:39:57;21.91
341;16.23;;F' D F2 D2 B2 D' F2 R2 U F2 R2 U L R U L D L' B D2 L2;2025-10-29 22:40:41;16.23
342;24.76;;L2 D2 F2 R2 D2 F2 L2 U F2 U' L2 B' D' F' L' R' F U2 R' D' R;2025-10-29 22:41:20;24.76
343;16.50;;B' L2 U2 B' U2 L2 F2 U2 F' D2 F R' D B' U F' U2 R' U L2;2025-10-29 22:42:39;16.50
344;17.82;;D2 F' D2 F2 U2 R2 U2 F' R2 D2 B F2 R' F2 D F' D2 U' L' B F2;2025-10-29 22:43:10;17.82
345;21.44;;L2 D2 R2 F2 U R2 U B2 D2 B2 L2 U' R F2 R D L' D2 F L;2025-10-29 22:43:51;21.44
346;19.08;;U R' L2 D F2 D2 F2 L2 U' F2 L2 R2 F2 L' F L2 B2 R2 D2 L' B2;2025-10-29 22:44:29;19.08
347;21.52;;U F U F D2 R' B' L D U2 F R2 D2 F R2 D2 R2 U2 F D2;2025-10-29 22:45:01;21.52
348;15.76;;B2 D' B2 L' F2 L' B2 L U2 B2 U2 B2 R2 F' U' R F D L' U';2025-10-29 22:45:56;15.76
349;19.06;;D U2 B' L2 F' L2 U2 R2 B2 U2 B F2 D' F2 R B R2 U B F';2025-10-29 22:46:40;19.06
350;16.79;;U' F2 R' L2 F2 D' F2 U2 F2 L2 D F2 R2 L' D U' B' F' U2 L';2025-10-29 22:47:11;16.79
351;15.56;;U2 B2 D' R2 D2 U L2 F2 D F2 B' D B U' R U' B L B2 U';2025-10-29 22:47:54;15.56
352;18.10;;D2 R2 D2 U2 F2 R2 F U2 F U2 L2 F2 D U2 R' F' D2 F U L B';2025-10-29 22:49:22;18.10
353;14.73;;F' D' B' R2 F2 U2 F' U2 R2 F2 D2 U2 L2 U' F2 L' D' U' F R2;2025-10-29 22:50:28;14.73
354;13.92;;U B2 L R' B2 D2 L' U2 F2 R' B2 U' R2 U' R U' F2 L B';2025-10-29 23:01:49;13.92
355;19.28;;F D2 R2 D2 U2 R2 F R2 F2 R2 U2 F' U R U2 B' D' B D' U2;2025-10-29 23:03:35;19.28
356;17.23;;U2 F2 U' F2 D L2 R2 U F2 R2 U L F U F2 L2 D R' D L2;2025-10-29 23:04:05;17.23
357;13.92;;F2 U L2 F2 D2 L2 D B2 D' L2 D' R B' R F2 U B L' F2;2025-10-29 23:04:35;13.92
358;16.29;;U2 F D' B2 D' R2 F2 R2 B2 D R2 U' L2 B' U2 L2 B U L B';2025-10-29 23:07:34;16.29
359;18.40;;D' L U2 D2 B U F' B2 R2 L2 U2 B2 L2 U' F2 B2 R2 D' R;2025-10-29 23:42:37;18.40
